ein,plan_name,fund_type,num_participants,num_managers,total_fees,top_manager_concentration,fee_percentile,total_shared_managers,betweenness_score,community_concentration,same_parent_fee_ratio,in_circular_pattern,risk_score,has_manager_data,label
814170527,"BE SUNSHINE, LLC 401(K) PLAN",Multi Employer,146.0,1.0,10483.0,1.0,0.3421686746987952,11111111111111.0,0.0,1.0,0.0,0,5,1,0
872007795,ZIMVIE INC. PUERTO RICO SAVINGS AND INVESTMENT 401(K) PROGRAM,Multi Employer,0.0,4.0,3517.0,0.48791583736138755,0.18795180722891566,1.1121121112111111e+55,582.1295343545348,0.3333333333333333,0.5575774808075064,0,3,1,1
362989662,INTERNATIONAL SHIPHOLDING CORPORATION RETIREMENT PLAN,Multi Employer,0.0,4.0,176437.0,0.5398640874646474,0.9156626506024096,1.1111111111111112e+45,883.3697557344611,0.3333333333333333,0.2349280479717973,0,2,1,1
420885471,"GEATER MACHINING & MANUFACTURING CO., INC. RETIREMENT SAVINGS PLAN",Multi Employer,0.0,3.0,38949.0,0.5077408919356081,0.636144578313253,121.0,0.0,0.5,0.0,0,1,1,1
43028678,"BETTER COMMUNITY LIVING, INC. 401(K) PLAN",Multi Employer,286.0,2.0,7060.0,0.728328611898017,0.27951807228915665,21.0,0.0,1.0,1.0,0,7,1,0
200108244,"SPERIDIAN TECHNOLOGIES, LLC INSURED BENEFITS PLAN",Multi Employer,340.0,1.0,616942.0,1.0,0.983132530120482,11111.0,0.0,1.0,1.0,0,8,1,0
821512790,MONT BELVIEU 401(K) PLAN,Multi Employer,0.0,1.0,9128.0,1.0,0.3156626506024096,11111111.0,0.0,1.0,1.0,0,7,1,0
111992329,HYGRADE METAL MOULDING MANUFACTURING CORP. EMPLOYEE BENEFIT PLAN,Multi Employer,87.0,3.0,42749.0,0.744227935156378,0.6602409638554216,1.1212221131112212e+39,0.0,1.0,0.7481549167076685,0,6,1,0
205094703,"VICTORY THB SMALLCAP FUND, LLC",DFE,,3.0,218987.0,0.6552763406046934,0.9325301204819277,0.0,0.0,1.0,0.0,0,2,1,1
943270968,DIRECT LINE GLOBAL LLC 401K PLAN,Multi Employer,0.0,2.0,57350.0,0.645231037489102,0.7325301204819277,11111111111.0,0.0,0.5,1.0,0,4,1,0
274666060,AMPIAN HR 401(K) SAVINGS PLAN,Multiple Employer,208.0,1.0,74302.0,1.0,0.7783132530120482,11.0,0.0,1.0,0.0,0,5,1,0
850247111,"MENTAL HEALTH RESOURCES, INC.",Multi Employer,46.0,2.0,64882.0,0.5400573348540427,0.7542168674698795,11111.0,0.0,1.0,0.4599426651459573,0,3,1,1
463850594,MANTECA TRAILER AND MOTORHOME 401(K) SAVINGS AND RETIREMENT,Multi Employer,0.0,3.0,92290.0,0.6374255065554231,0.8216867469879519,111.0,0.0,1.0,0.6374255065554231,0,4,1,0
456577522,PROBUSGORMAN,Single Employer,8.0,1.0,24000.0,1.0,0.4951807228915663,1.0,0.0,1.0,0.0,0,4,1,0
471797746,PHYSICIANS 401(K) SOLUTIONS,Multiple Employer,242.0,4.0,98153.0,0.8673703299950078,0.8289156626506025,1111111.0,1952.0,0.5,0.9376789298340348,0,5,1,0
361004130,R.R. DONNELLEY & SONS COMPANY RETIREE WELFARE BENEFITS PLAN,Multi Employer,0.0,7.0,13067626.0,0.9169509442648572,1.0,1.0,0.0,1.0,0.1919190329778228,0,4,1,0
874170846,"CONEXUS INSURANCE PARTNERS, INC. EMPLOYEE BENEFIT PLAN",Multi Employer,32.0,2.0,24624.0,0.8457602339181286,0.5012048192771085,1.1211111111111111e+39,0.0,1.0,0.8457602339181286,0,7,1,0
471811024,TRINITY RHC 401(K) PLAN,Multi Employer,0.0,1.0,6376.0,1.0,0.26024096385542167,11111111.0,0.0,1.0,1.0,0,7,1,0
752770316,"SERVICE LIGHTING AND ELECTRICAL SUPPLIES, INC. RETIREMENT PLAN",Multi Employer,0.0,1.0,16868.0,1.0,0.42891566265060244,11.0,0.0,1.0,1.0,0,7,1,0
237404857,HEALTH INSURANCE PLAN OF LEBANON VALLEY BRETHREN HOME,Multi Employer,152.0,4.0,95244.0,0.8240099113854941,0.8240963855421687,2.211211211312111e+39,0.0,0.5,0.6040695476880433,0,5,1,0
232971010,"WOODSTONE GOLF CLUB, INC. EMPLOYEE BENEFIT PLAN",Multi Employer,25.0,4.0,19875.0,0.678440251572327,0.4506024096385542,2.112124211212111e+39,0.0,0.5,0.967496855345912,0,3,1,1
42263917,"CAPE COD EXPRESS, LLC",Multi Employer,114.0,1.0,47878.0,1.0,0.691566265060241,1111.0,0.0,1.0,1.0,0,7,1,0
221296609,"SPENCER SAVINGS BANK, SLA EMPLOYEES' PENSION PLAN",Multi Employer,76.0,3.0,157409.0,1.0,0.9012048192771084,1.1111111111111113e+48,1949.888528195476,0.5,0.0,0,4,1,0
811466836,LEANIX 401(K) PLAN,Multi Employer,0.0,1.0,642.0,1.0,0.09879518072289156,111111111.0,0.0,1.0,1.0,0,7,1,0
742995593,"APOGEE TELECOM, INC. 401(K) PLAN",Multi Employer,0.0,2.0,25815.0,0.7479759829556459,0.5180722891566265,1.1111111111111111e+55,876.3333333333351,1.0,1.0,0,7,1,0
952976080,"YAMAMOTO OF ORIENT, INC. SHARED SAVINGS PLAN",Multi Employer,219.0,2.0,3944.0,1.0,0.2,1.1111111111111112e+45,1715.0000000000002,0.5,0.0,0,4,1,0
710220904,J.A. RIGGS TRACTOR COMPANY WELFARE BENEFITS PLAN,Multi Employer,582.0,2.0,364093.0,1.0,0.9614457831325302,11.0,0.0,0.5,0.0,0,5,1,0
452653391,VERBAL BEGINNINGS LLC 401(K) PLAN,Multi Employer,536.0,3.0,65600.0,1.0,0.7590361445783133,2.211111111111112e+47,2205.15320081755,0.5,0.0,0,3,1,1
273481484,PROBUSBETHANYY20T24,Multiple Employer,4.0,1.0,7500.0,1.0,0.2891566265060241,0.0,0.0,1.0,0.0,0,4,1,0
471097591,BEDABOX 401(K) PLAN,Multi Employer,542.0,1.0,26178.0,1.0,0.5228915662650603,0.0,0.0,1.0,1.0,0,6,1,0
520563938,THE FIRELINE CORPORATION RETIREMENT PLAN,Multi Employer,0.0,2.0,25328.0,0.5270056854074542,0.5132530120481927,1.1111111111111113e+42,0.0,0.5,0.0,0,2,1,1
20482717,"PFEIFFER VACUUM, INC. 401(K) PLAN",Multi Employer,0.0,2.0,31890.0,0.5174035747883349,0.5975903614457831,1.1111111111111113e+58,3768.6921451871135,0.5,1.0,0,4,1,0
231539454,MAYER POLLOCK STEEL CORPORATION EMPLOYEE BENEFIT PLAN,Multi Employer,33.0,3.0,43933.0,1.0,0.6698795180722892,1.2111121121211211e+39,0.0,0.5,0.6885029476703162,0,5,1,0
264392825,INTEFRAME 401(K) PROFIT SHARING PLAN,Multiple Employer,151.0,2.0,0.0,0.0,0.02530120481927711,1111.0,0.0,1.0,0.0,0,3,1,1
860004538,"SPINOFF NON-CONTRIBUTORY RETIREMENT PROGRAM FOR CERTAIN EMPLOYEES OF BLUE CROSS AND BLUE SHIELD OF ARIZONA, INC.",Multi Employer,0.0,2.0,101841.0,0.8659675376321914,0.8433734939759037,1.0,0.0,1.0,0.0,0,4,1,0
870354727,"PETERSEN, INC. FROZEN CAPITAL ACCUMULATION PLAN",Multi Employer,0.0,4.0,211682.0,0.5993660301773415,0.927710843373494,0.0,0.0,1.0,0.5993660301773415,0,4,1,0
853070386,CLEAR SIGHT PARTNERS 401(K) PLAN,Multi Employer,0.0,2.0,24707.0,0.5224835066985065,0.5036144578313253,1.1111111111111113e+42,0.0,0.5,0.0,0,2,1,1
850892816,"SPIRE GLOBAL, INC, 401(K) PLAN",Multi Employer,0.0,1.0,6002.0,1.0,0.24819277108433735,1.1111111111111112e+53,0.0,1.0,1.0,0,7,1,0
208250290,"MONOFRAX LLC, UNION 401(K) PLAN",Multi Employer,0.0,2.0,16344.0,0.5231889378365149,0.42168674698795183,1.1111111111111113e+42,0.0,0.5,0.0,0,2,1,1
453810227,"DETROIT MANUFACTURING SYSTEMS, LLC HOURLY 401(K) PLAN",Multi Employer,1744.0,1.0,128150.0,1.0,0.8819277108433735,1111111.0,0.0,1.0,1.0,0,7,1,0
